,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-214216.0,-240018.0
Total Unusual Items,-220511.0,-15690.0
Total Unusual Items Excluding Goodwill,-220511.0,-15690.0
Net Income From Continuing Operation Net Minority Interest,-835248.0,-817186.0
Reconciled Depreciation,417690.0,418655.0
EBITDA,-434727.0,-255708.0
EBIT,-852417.0,-674363.0
Net Interest Income,-10053.0,-142823.0
Interest Expense,-17169.0,142823.0
Normalized Income,-614737.0,-801496.0
Net Income From Continuing And Discontinued Operation,-835248.0,-817186.0
Total Expenses,1433255.0,1475121.0
Rent Expense Supplemental,25366.0,26151.0
Total Operating Income As Reported,-790960.0,-658673.0
Diluted NI Availto Com Stockholders,-835248.0,-817186.0
Net Income Common Stockholders,-835248.0,-817186.0
Net Income,-835248.0,-817186.0
Net Income Including Noncontrolling Interests,-835248.0,-817186.0
Net Income Continuous Operations,-835248.0,-817186.0
Tax Provision,0.0,0.0
Pretax Income,-835248.0,-817186.0
Other Income Expense,-220511.0,-15690.0
Special Income Charges,-186276.0,0.0
Write Off,186276.0,0.0
Gain On Sale Of Security,-34235.0,-15690.0
Net Non Operating Interest Income Expense,-10053.0,-142823.0
Interest Expense Non Operating,-17169.0,142823.0
Operating Income,-604684.0,-658673.0
Operating Expense,1433255.0,1475121.0
Other Operating Expenses,210593.0,337218.0
Depreciation Amortization Depletion Income Statement,417690.0,418655.0
Depreciation And Amortization In Income Statement,417690.0,418655.0
Selling General And Administration,804972.0,719248.0
Selling And Marketing Expense,87567.0,50208.0
General And Administrative Expense,717405.0,669040.0
Other Gand A,169480.0,254677.0
Rent And Landing Fees,25366.0,26151.0
Salaries And Wages,440263.0,388212.0
Total Revenue,828571.0,816448.0
Operating Revenue,828571.0,816448.0
