,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-208752.0,-99522.0,-49503.0
Net Income From Continuing Operation Net Minority Interest,1260821.0,139152.0,-49503.0
EBITDA,-208752.0,-99522.0,-49503.0
EBIT,-208752.0,-99522.0,-49503.0
Net Interest Income,1469573.0,,
Interest Income,1469573.0,,
Normalized Income,1260821.0,139152.0,-49503.0
Net Income From Continuing And Discontinued Operation,1260821.0,139152.0,-49503.0
Total Expenses,208752.0,99522.0,49503.0
Total Operating Income As Reported,-208752.0,-99522.0,-49503.0
Diluted NI Availto Com Stockholders,1260821.0,139152.0,-49503.0
Net Income Common Stockholders,1260821.0,139152.0,-49503.0
Net Income,1260821.0,139152.0,-49503.0
Net Income Including Noncontrolling Interests,1260821.0,139152.0,-49503.0
Net Income Continuous Operations,1260821.0,139152.0,-49503.0
Pretax Income,1260821.0,139152.0,-49503.0
Net Non Operating Interest Income Expense,1469573.0,,
Interest Income Non Operating,1469573.0,,
Operating Income,-208752.0,-99522.0,-49503.0
Operating Expense,208752.0,99522.0,49503.0
Selling General And Administration,208752.0,99522.0,49503.0
General And Administrative Expense,208752.0,99522.0,49503.0
Other Gand A,208752.0,99522.0,49503.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
