,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.21,0.0
Normalized EBITDA,-973748.0,-2905649.0,-95799.0,-706.0
Net Income From Continuing Operation Net Minority Interest,1131313.0,-603760.0,887146.0,-706.0
EBITDA,-973748.0,-2905649.0,-95799.0,-706.0
EBIT,-973748.0,-2905649.0,-95799.0,-706.0
Net Interest Income,2105061.0,2301889.0,982945.0,0.0
Interest Income,2105061.0,2301889.0,982945.0,0.0
Normalized Income,1131313.0,-603760.0,887146.0,-706.0
Net Income From Continuing And Discontinued Operation,1131313.0,-603760.0,887146.0,-706.0
Total Expenses,973748.0,2905649.0,95799.0,706.0
Total Operating Income As Reported,,-2905649.0,,
Diluted Average Shares,31590000.0,31590000.0,18041429.0,27502174.0
Basic Average Shares,31590000.0,31590000.0,17454100.0,27502174.0
Diluted EPS,0.04,-0.02,0.049173,-2.6e-05
Basic EPS,0.04,-0.02,0.050827,-2.6e-05
Diluted NI Availto Com Stockholders,1131313.0,-603760.0,887146.0,-706.0
Net Income Common Stockholders,1131313.0,-603760.0,887146.0,-706.0
Net Income,1131313.0,-603760.0,887146.0,-706.0
Net Income Including Noncontrolling Interests,1131313.0,-603760.0,887146.0,-706.0
Net Income Continuous Operations,1131313.0,-603760.0,887146.0,-706.0
Pretax Income,1131313.0,-603760.0,887146.0,-706.0
Net Non Operating Interest Income Expense,2105061.0,2301889.0,982945.0,0.0
Interest Income Non Operating,2105061.0,2301889.0,982945.0,0.0
Operating Income,-973748.0,-2905649.0,-95799.0,-706.0
Operating Expense,973748.0,2905649.0,95799.0,706.0
Selling General And Administration,973748.0,2905649.0,95799.0,706.0
General And Administrative Expense,973748.0,2905649.0,95799.0,706.0
Other Gand A,973748.0,2905649.0,95799.0,706.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
