,2026-03-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-373673.0,-50929.0
Net Income From Continuing Operation Net Minority Interest,3171373.0,-50929.0
EBITDA,-373673.0,-50929.0
EBIT,-373673.0,-50929.0
Net Interest Income,3545046.0,
Interest Income,3545046.0,
Normalized Income,3171373.0,-50929.0
Net Income From Continuing And Discontinued Operation,3171373.0,-50929.0
Total Expenses,373673.0,50929.0
Total Operating Income As Reported,-373673.0,
Diluted NI Availto Com Stockholders,3171373.0,-50929.0
Net Income Common Stockholders,3171373.0,-50929.0
Net Income,3171373.0,-50929.0
Net Income Including Noncontrolling Interests,3171373.0,-50929.0
Net Income Continuous Operations,3171373.0,-50929.0
Pretax Income,3171373.0,-50929.0
Net Non Operating Interest Income Expense,3545046.0,
Interest Income Non Operating,3545046.0,
Operating Income,-373673.0,-50929.0
Operating Expense,373673.0,50929.0
Selling General And Administration,373673.0,50929.0
General And Administrative Expense,373673.0,50929.0
Other Gand A,373673.0,50929.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
