,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.12,0.258
Net Income From Continuing Operation Net Minority Interest,11632000.0,11127000.0
Reconciled Depreciation,2162000.0,2089000.0
Net Interest Income,59558000.0,61060000.0
Interest Expense,64197000.0,59836000.0
Interest Income,123755000.0,120896000.0
Normalized Income,11632000.0,11127000.0
Net Income From Continuing And Discontinued Operation,11632000.0,11127000.0
Rent Expense Supplemental,1122000.0,1332000.0
Diluted Average Shares,29976035.0,29976035.0
Basic Average Shares,27851160.0,27851160.0
Diluted EPS,0.19,0.371197
Basic EPS,0.2,0.399517
Diluted NI Availto Com Stockholders,9659000.0,11127000.0
Net Income Common Stockholders,9659000.0,11127000.0
Otherunder Preferred Stock Dividend,1973000.0,
Net Income,11632000.0,11127000.0
Net Income Including Noncontrolling Interests,11632000.0,11127000.0
Net Income Continuous Operations,11632000.0,11127000.0
Tax Provision,1580000.0,3869000.0
Pretax Income,13212000.0,14996000.0
Selling General And Administration,35970000.0,37415000.0
Selling And Marketing Expense,2304000.0,3319000.0
General And Administrative Expense,33666000.0,34096000.0
Insurance And Claims,902000.0,2662000.0
Rent And Landing Fees,1122000.0,1332000.0
Salaries And Wages,31642000.0,30102000.0
Total Revenue,75538000.0,74650000.0
Operating Revenue,75538000.0,74650000.0
Professional Expense And Contract Services Expense,7823000.0,3742000.0
Other Non Interest Expense,15060000.0,10038000.0
