,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-126327.0,-55138.0
Net Income From Continuing Operation Net Minority Interest,1247160.0,-55138.0
EBITDA,-126327.0,-55138.0
EBIT,-126327.0,-55138.0
Net Interest Income,1373487.0,
Interest Income,1373487.0,
Normalized Income,1247160.0,-55138.0
Net Income From Continuing And Discontinued Operation,1247160.0,-55138.0
Total Expenses,126327.0,55138.0
Diluted NI Availto Com Stockholders,1247160.0,-55138.0
Net Income Common Stockholders,1247160.0,-55138.0
Net Income,1247160.0,-55138.0
Net Income Including Noncontrolling Interests,1247160.0,-55138.0
Net Income Continuous Operations,1247160.0,-55138.0
Pretax Income,1247160.0,-55138.0
Net Non Operating Interest Income Expense,1373487.0,
Interest Income Non Operating,1373487.0,
Operating Income,-126327.0,-55138.0
Operating Expense,126327.0,55138.0
Other Operating Expenses,126327.0,55138.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
