,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.192,0.161141,0.192322,0.184017,0.172
Net Income From Continuing Operation Net Minority Interest,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Reconciled Depreciation,279000.0,258000.0,270000.0,280000.0,281000.0
Net Interest Income,11394000.0,11174000.0,10931000.0,10387000.0,9555000.0
Interest Expense,3506000.0,3602000.0,3702000.0,3628000.0,3765000.0
Interest Income,14900000.0,14776000.0,14633000.0,14015000.0,13320000.0
Normalized Income,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Net Income From Continuing And Discontinued Operation,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Diluted Average Shares,3338634.0,3342911.0,3350008.0,3350344.0,3348298.0
Basic Average Shares,3336077.0,3340500.0,3348618.0,3346653.0,3346850.0
Diluted EPS,1.3,1.46,1.34,1.13,0.97
Basic EPS,1.3,1.46,1.34,1.13,0.97
Diluted NI Availto Com Stockholders,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Net Income Common Stockholders,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Net Income,4330000.0,4879000.0,4478000.0,3775000.0,3235000.0
Minority Interests,-3000.0,-4000.0,-3000.0,-3000.0,-3000.0
Net Income Including Noncontrolling Interests,4333000.0,,,,
Net Income Continuous Operations,4333000.0,4883000.0,4481000.0,3778000.0,3238000.0
Tax Provision,1030000.0,938000.0,1067000.0,852000.0,672000.0
Pretax Income,5363000.0,,,,
Gain On Sale Of Security,86000.0,22000.0,111000.0,-41000.0,-37000.0
Selling General And Administration,4409000.0,4485000.0,4240000.0,4390000.0,4176000.0
Selling And Marketing Expense,72000.0,141000.0,147000.0,120000.0,74000.0
General And Administrative Expense,4337000.0,4344000.0,4093000.0,4270000.0,4102000.0
Salaries And Wages,4337000.0,4344000.0,4093000.0,4270000.0,4102000.0
Total Revenue,13466000.0,13494000.0,13262000.0,12430000.0,11429000.0
Operating Revenue,13466000.0,13494000.0,13262000.0,12430000.0,11429000.0
Occupancy And Equipment,634000.0,412000.0,807000.0,549000.0,623000.0
Professional Expense And Contract Services Expense,527000.0,268000.0,290000.0,327000.0,286000.0
Other Non Interest Expense,2183000.0,2158000.0,2227000.0,2228000.0,2096000.0
